Item Number,Item Description,Qty ,,Price,Department Name,,,,,,,,,,,,,,,,
692,VERB  CHART,1,,"$4,409.00",Stationery,,,,,,,,,,,,,,,,
719,ANALYSIS BOOK 7 COL,7,,$117.00,Stationery,,,,,,,,,,,,,,,,
746,A RAISIN IN THE SUN,2,,"$4,691.00",Books,,,,,,,,,,,,,,,,
773,DECORATIVE 4-TYPE STICKERS,0,,"$3,136.00",CRAFT,,,,,,,,,,,,,,,,
800,FLOWERS ASSORTED,1,,"$2,769.00",CRAFT,,,,,,,,,,,,,,,,
331,Our Island Jamaica K3,24,,"$3,334.00",Books,,,,,,,,,,,,,,,,
332,LET'INFANT PHONICS K3,14,,"$4,325.00",Books,,,,,,,,,,,,,,,,
333,COME READ WITH ME K3,2,,"$4,034.00",Books,,,,,,,,,,,,,,,,
334,LET'S LEARN TOGETHER SPANISH K3 LEVEL 2,34,,$640.00,Books,,,,,,,,,,,,,,,,
335,Ibis Readers Infant - Introductory Book,4,,"$3,142.00",Books,,,,,,,,,,,,,,,,
336,Ibis Readers Infant - Book 1,9,,$608.00,Books,,,,,,,,,,,,,,,,
337,Ibis Readers Infant - Book 2,1,,"$1,770.00",Books,,,,,,,,,,,,,,,,
338,Ibis Readers Infant - Book 3,8,,"$1,590.00",Books,,,,,,,,,,,,,,,,
339,SMART KIDS WRITING LETTERS,1,,"$3,053.00",Books,,,,,,,,,,,,,,,,
340,SMART KIDS COLORING  ACTIVITY BOOK,4,,"$2,367.00",Books,,,,,,,,,,,,,,,,
341,A PRE-SCHOOL COLOURING BOOK ABC,4,,"$3,777.00",Books,,,,,,,,,,,,,,,,
342,A PRE-SCHOOL COLOURING BOOK 123,2,,$979.00,Books,,,,,,,,,,,,,,,,
343,Learning  Spanish  Smarth Way Level 2,7,,"$2,458.00",Books,,,,,,,,,,,,,,,,
450,Assorted Sticker,3,,"$2,665.00",Stationery,,,,,,,,,,,,,,,,
477,STUDMARK STICKY NOTE PINK,0,,"$3,990.00",Stationery,,,,,,,,,,,,,,,,
504,Studmark Sliver Jumbo Clips,5,,"$4,502.00",Stationery,,,,,,,,,,,,,,,,
531,Maped Gel Crayons 6pcs,3,,"$1,901.00",Stationery,,,,,,,,,,,,,,,,
558,Stud mark Electronic Calculator,0,,"$3,976.00",Stationery,,,,,,,,,,,,,,,,
585,JOUNAL  STUDENT BOOK,6,,"$3,523.00",Stationery,,,,,,,,,,,,,,,,
612,STENO NOTE BOOK,0,,"$4,095.00",Stationery,,,,,,,,,,,,,,,,
639,WHITEBOARD REFILLABLE MARKER RED,19,,"$4,161.00",Stationery,,,,,,,,,,,,,,,,
666,FORCE FOLDER LEAVES 100,16,,"$2,104.00",Stationery,,,,,,,,,,,,,,,,
693,COMPOUND WORD,5,,"$2,440.00",Stationery,,,,,,,,,,,,,,,,
720,HP COLOUR 662,0,,"$4,207.00",Stationery,,,,,,,,,,,,,,,,
747,Small Drawing Book,0,,"$3,599.00",Stationery,,,,,,,,,,,,,,,,
774,Large Alphabet,0,,"$2,799.00",CRAFT,,,,,,,,,,,,,,,,
801,STICK FLOWERS,0,,"$1,390.00",CRAFT,,,,,,,,,,,,,,,,
451,Assorted Sticker Large,11,,"$4,488.00",Stationery,,,,,,,,,,,,,,,,
478,"STUDMARK STICKY NOTE
GREEN",0,,"$3,940.00",Stationery,,,,,,,,,,,,,,,,
505,THUMB TACK,11,,"$1,454.00",Stationery,,,,,,,,,,,,,,,,
532,Studmark Glitter 5pcs B/C,0,,"$2,128.00",Stationery,,,,,,,,,,,,,,,,
559,Casio  Scientific FX 82ES,0,,"$2,013.00",Stationery,,,,,,,,,,,,,,,,
586,CASH/INVOICE LARGE NO CARBON,4,,"$4,523.00",Stationery,,,,,,,,,,,,,,,,
613,TD PAPER,28,,"$2,844.00",Stationery,,,,,,,,,,,,,,,,
640,MARKER PERMANENT REFILABLE BLUE,3,,"$4,109.00",Stationery,,,,,,,,,,,,,,,,
667,FELT,6,,"$4,562.00",Stationery,,,,,,,,,,,,,,,,
694,HOMOPHONES CHARTS,2,,"$3,705.00",Stationery,,,,,,,,,,,,,,,,
721,60 XL HP Colour,2,,$369.00,Stationery,,,,,,,,,,,,,,,,
748,PANTS SIZE 12,0,,"$3,151.00",Uniform,,,,,,,,,,,,,,,,
775,COMMON LETTERS,1,,"$1,350.00",CRAFT,,,,,,,,,,,,,,,,
802,FELT STICKERS ST-EVS-089,0,,"$3,518.00",CRAFT,,,,,,,,,,,,,,,,
452,Double Hole Sharpener,16,,"$3,763.00",Stationery,,,,,,,,,,,,,,,,
479,"STUDMARK STICKY NOTE
ORANGE",0,,"$2,886.00",Stationery,,,,,,,,,,,,,,,,
506,COLOURED paper clips,20,,"$2,846.00",Stationery,,,,,,,,,,,,,,,,
533,LARGE GLUE GUN,1,,$341.00,Stationery,,,,,,,,,,,,,,,,
560,Helix Oxford Set of Mathematical,23,,"$2,743.00",Stationery,,,,,,,,,,,,,,,,
587,LAMINATING LETTER SIZE,366,,"$4,823.00",Stationery,,,,,,,,,,,,,,,,
614,INTERNET FOR HALF HOUR,1063,,"$4,825.00",SERVICE,,,,,,,,,,,,,,,,
641,STUDMARK REFILL INK ASSORTED,40,,"$1,327.00",Stationery,,,,,,,,,,,,,,,,
668,DOCUMENT BAG F/C,28,,"$3,864.00",Stationery,,,,,,,,,,,,,,,,
695,CARTRIDGE BLACK 22 X 29,25,,"$4,662.00",Stationery,,,,,,,,,,,,,,,,
722,HP XL 662 COLOUR,1,,"$3,660.00",Stationery,,,,,,,,,,,,,,,,
749,KHAKI PANTS SIZE  34,1,,$703.00,Uniform,,,,,,,,,,,,,,,,
776,FOAM ASSORTED 7,14,,"$4,599.00",CRAFT,,,,,,,,,,,,,,,,
803,FOAM BALL 40 MM 4PK,4,,$827.00,CRAFT,,,,,,,,,,,,,,,,
453,1 HOLE SHARPENER,0,,$163.00,Stationery,,,,,,,,,,,,,,,,
480,WHITE MARKER MEANSTREAK,4,,"$3,012.00",Stationery,,,,,,,,,,,,,,,,
507,FILE FASTNER,26,,$241.00,Stationery,,,,,,,,,,,,,,,,
534,FRENCH CURVES,0,,"$1,341.00",Stationery,,,,,,,,,,,,,,,,
561,punch sun,0,,$497.00,Stationery,,,,,,,,,,,,,,,,
588,LAMINATING LEGAL,67,,$520.00,Stationery,,,,,,,,,,,,,,,,
615,YAMAHA RECORDER,23,,"$1,676.00",Stationery,,,,,,,,,,,,,,,,
642,PENCIL CASE CLEAR,30,,$625.00,Stationery,,,,,,,,,,,,,,,,
669,FOLDER ST-00438,1,,"$2,427.00",Stationery,,,,,,,,,,,,,,,,
696,SHARKS LEVEL 3,0,,$659.00,Books,,,,,,,,,,,,,,,,
723,HP XL 662 BLACK,1,,$242.00,Stationery,,,,,,,,,,,,,,,,
750,WRAPPING PAPER,718,,"$1,602.00",Stationery,,,,,,,,,,,,,,,,
777,INSECTS,8,,$580.00,CRAFT,,,,,,,,,,,,,,,,
804,DOUBLE SIDED ADHESIVE,1,,"$3,232.00",CRAFT,,,,,,,,,,,,,,,,
399,CARTERS MARKERS  ASSORTED,31,,"$1,051.00",Stationery,,,,,,,,,,,,,,,,
400,StaRed Marker Assorted colours,82,,$623.00,Stationery,,,,,,,,,,,,,,,,
401,Legal Pad WHITE L/S,16,,"$3,610.00",Stationery,,,,,,,,,,,,,,,,
402,PAINT BRUSH #9 R/F,27,,"$2,769.00",Stationery,,,,,,,,,,,,,,,,
403,2 ' packing tape,1,,"$4,910.00",Stationery,,,,,,,,,,,,,,,,
404,RSVP FINE PENS ASSORTED,439,,"$3,099.00",Stationery,,,,,,,,,,,,,,,,
405,PRINTING COLOUR L/S,1103,,"$1,453.00",SERVICE,,,,,,,,,,,,,,,,
406,PRINTING COLOUR,952,,"$4,783.00",SERVICE,,,,,,,,,,,,,,,,
407,PRINTING BLACK,33865,,$684.00,SERVICE,,,,,,,,,,,,,,,,
408,PRINTING F/S BLACK,5772,,$324.00,SERVICE,,,,,,,,,,,,,,,,
409,PRINTING F/S COLOUR,412,,$216.00,SERVICE,,,,,,,,,,,,,,,,
410,PRINTING XL BLACK,11,,"$1,494.00",SERVICE,,,,,,,,,,,,,,,,
411,PRINTING XL COLOUR,3,,$796.00,Books,,,,,,,,,,,,,,,,
412,Report cover clear front,9,,$936.00,Stationery,,,,,,,,,,,,,,,,
454,SHARPER,61,,$551.00,SERVICE,,,,,,,,,,,,,,,,
481,YELLOW  MARKER MEANSTREAK,6,,$418.00,Stationery,,,,,,,,,,,,,,,,
508,PSO GEL PEN 0.5,0,,"$1,537.00",Stationery,,,,,,,,,,,,,,,,
535,Gold File Star,0,,$444.00,Stationery,,,,,,,,,,,,,,,,
562,PUNCH  APPLE,0,,"$1,459.00",Stationery,,,,,,,,,,,,,,,,
589,LAMINATING SHEET  LEGAL,277,,"$4,503.00",Stationery,,,,,,,,,,,,,,,,
616,Jplly Phonica WKBK 7,2,,"$4,529.00",Stationery,,,,,,,,,,,,,,,,
643,SHEET PROCTOR,1,,$909.00,Stationery,,,,,,,,,,,,,,,,
670,STUDMARK BACK PACK WITH STRING,0,,"$1,046.00",Stationery,,,,,,,,,,,,,,,,
697,SUDOKO PLUS,2,,"$2,295.00",Stationery,,,,,,,,,,,,,,,,
724,662 BLACK HP,0,,"$3,009.00",Stationery,,,,,,,,,,,,,,,,
751,Helix Large Eraser,12,,"$3,913.00",Stationery,,,,,,,,,,,,,,,,
778,EMOJI LARGE,0,,"$4,418.00",CRAFT,,,,,,,,,,,,,,,,
805,METAL LETTERS,2,,"$4,391.00",CRAFT,,,,,,,,,,,,,,,,
455,1 HOLE PLASTIC SHARPENER,34,,"$1,286.00",Stationery,,,,,,,,,,,,,,,,
482,EXPO WHITE BOARD CARE,15,,"$3,753.00",Stationery,,,,,,,,,,,,,,,,
509,STABILO PENS 508 N BILLE,142,,"$4,160.00",Stationery,,,,,,,,,,,,,,,,
536,Labels purple,9,,"$4,721.00",Stationery,,,,,,,,,,,,,,,,
563,PUNCH  BUTTERFLY,0,,"$3,986.00",Stationery,,,,,,,,,,,,,,,,
590,LAMINATING SHEET X-LARGE,40,,"$1,307.00",Stationery,,,,,,,,,,,,,,,,
617,PASTEL COLOUR SHEETS,1,,$619.00,Stationery,,,,,,,,,,,,,,,,
644,DESK TRAY 3 TIER,0,,"$4,170.00",Stationery,,,,,,,,,,,,,,,,
671,Expanding file,0,,"$2,973.00",Stationery,,,,,,,,,,,,,,,,
698,AUTOMOTIVE QUESTIONS & ANSWERS,14,,$102.00,Stationery,,,,,,,,,,,,,,,,
725,664 HP BLACK,1,,"$2,495.00",Stationery,,,,,,,,,,,,,,,,
752,PAINT BRUSH # 6-8 R/F,17,,"$2,586.00",Stationery,,,,,,,,,,,,,,,,
779,NUMBERS RAINBOW,1,,$913.00,CRAFT,,,,,,,,,,,,,,,,
806,Glitter Confetti,10,,"$4,393.00",CRAFT,,,,,,,,,,,,,,,,
456,OXFORD RUBBER,2,,"$4,031.00",Stationery,,,,,,,,,,,,,,,,
483,Modeling Clay,29,,"$2,168.00",Stationery,,,,,,,,,,,,,,,,
510,STABILO PENS ASSORTED,8,,$240.00,Stationery,,,,,,,,,,,,,,,,
537,Labels blue,0,,"$1,709.00",Stationery,,,,,,,,,,,,,,,,
564,PUNCH  STAR,0,,$397.00,Stationery,,,,,,,,,,,,,,,,
591,LAMINATING SHEET LETTER SIZE,134,,"$1,066.00",Stationery,,,,,,,,,,,,,,,,
618,BINDER CLIPS  1'',8,,$604.00,Stationery,,,,,,,,,,,,,,,,
645,CLIP BOARD L/S,13,,"$3,183.00",Stationery,,,,,,,,,,,,,,,,
672,mini emoji notebook,0,,"$2,159.00",Stationery,,,,,,,,,,,,,,,,
699,VARIETY PUZZLE BOOK,2,,$845.00,Stationery,,,,,,,,,,,,,,,,
726,HP XL 664 COLORED,0,,"$1,268.00",Stationery,,,,,,,,,,,,,,,,
753,SPORTS 4 DESIGN,8,,"$2,371.00",Stationery,,,,,,,,,,,,,,,,
780,Wool Thread,6,,"$2,321.00",CRAFT,,,,,,,,,,,,,,,,
807,TODY NUMBERS,2,,"$4,825.00",CRAFT,,,,,,,,,,,,,,,,
457,Double hole metal sharpener,0,,"$2,748.00",Stationery,,,,,,,,,,,,,,,,
484,TAPE DISPENSER 3/4,0,,"$4,214.00",Stationery,,,,,,,,,,,,,,,,
511,JEL PEN ASSORTED,3,,$464.00,Stationery,,,,,,,,,,,,,,,,
538,Sargent Art Natural Craft Stick,8,,"$3,505.00",Stationery,,,,,,,,,,,,,,,,
565,STUD MARK WHITE BOARD ERASER,0,,"$2,077.00",Stationery,,,,,,,,,,,,,,,,
592,LAMINATING X-LARGE,25,,"$1,157.00",Stationery,,,,,,,,,,,,,,,,
619,5 X 8 INDEX CARDS,3,,"$3,908.00",Stationery,,,,,,,,,,,,,,,,
646,Helix - Stencil 50MM,1,,"$2,181.00",Stationery,,,,,,,,,,,,,,,,
673,glitter note book,0,,$271.00,Stationery,,,,,,,,,,,,,,,,
700,Secret Crush Catastrophe,0,,"$1,843.00",Books,,,,,,,,,,,,,,,,
727,HP XL 22 COLORED,1,,"$1,264.00",Stationery,,,,,,,,,,,,,,,,
754,FOAMY FIGURES 6-TYPE,0,,$266.00,Stationery,,,,,,,,,,,,,,,,
781,METALI FLOWERS,2,,"$3,992.00",CRAFT,,,,,,,,,,,,,,,,
808,RICK RACK,5,,"$2,896.00",CRAFT,,,,,,,,,,,,,,,,
458,Studmark Paper Clip,23,,"$3,223.00",Stationery,,,,,,,,,,,,,,,,
485,STUDMARK 3 HOLE PUNCH,0,,"$4,931.00",Stationery,,,,,,,,,,,,,,,,
512,GLITTER RED,2,,"$4,498.00",Stationery,,,,,,,,,,,,,,,,
539,Sargent Art Coloured Craft Stick,11,,"$2,249.00",Stationery,,,,,,,,,,,,,,,,
566,ENVELOPE 2 3/4 X 4 1/4BIG PILL,5,,"$4,583.00",Stationery,,,,,,,,,,,,,,,,
593,Ledger Student Book,13,,"$2,156.00",Stationery,,,,,,,,,,,,,,,,
620,1/2'' T50 STAPLES,0,,"$1,501.00",Stationery,,,,,,,,,,,,,,,,
647,T50 STAPLER,0,,$604.00,Stationery,,,,,,,,,,,,,,,,
674,Sequin Note Book,0,,$954.00,Stationery,,,,,,,,,,,,,,,,
701,Miss Know It All,0,,"$2,697.00",Books,,,,,,,,,,,,,,,,
728,Maped Recorder,0,,"$3,511.00",Stationery,,,,,,,,,,,,,,,,
755,FOAMY GLITTER NUMBERS,1,,"$2,097.00",CRAFT,,,,,,,,,,,,,,,,
782,HAPPY BIRTHDAY,2,,"$1,516.00",CRAFT,,,,,,,,,,,,,,,,
809,FOAM PUZZLE SHOE,1,,"$4,317.00",CRAFT,,,,,,,,,,,,,,,,
459,Thumb Tack  STUDMARK,0,,"$2,665.00",Stationery,,,,,,,,,,,,,,,,
486,2 Holes Punch Studmark,0,,"$4,661.00",Stationery,,,,,,,,,,,,,,,,
513,GLITTER GREEN,0,,$578.00,Stationery,,,,,,,,,,,,,,,,
540,fasteners 3/4,0,,"$2,937.00",Stationery,,,,,,,,,,,,,,,,
567,ENVELOPE INVITATION  4 « X 5 3/4,259,,"$1,141.00",Stationery,,,,,,,,,,,,,,,,
594,MASKIN 11/2 GREEN,0,,"$1,262.00",Stationery,,,,,,,,,,,,,,,,
621,POSTER PAINT 12,42,,"$2,016.00",Stationery,,,,,,,,,,,,,,,,
648,STENCIL 20 MM,5,,"$4,639.00",Stationery,,,,,,,,,,,,,,,,
675,POCKET NOTE BOOK,20,,"$3,706.00",Stationery,,,,,,,,,,,,,,,,
702,Heart Breaker,0,,"$4,710.00",Books,,,,,,,,,,,,,,,,
729,HP COLOUR INK 61,4,,$605.00,Stationery,,,,,,,,,,,,,,,,
756,FROSTY FOAM HEART 3-LAYER,1,,"$3,832.00",CRAFT,,,,,,,,,,,,,,,,
783,Metal PEARL BABY,0,,"$2,947.00",CRAFT,,,,,,,,,,,,,,,,
810,FOAM STICKERS SEA,1,,"$2,345.00",CRAFT,,,,,,,,,,,,,,,,
357,Right Start Beginning Spanish,17,,"$2,030.00",Books,,,,,,,,,,,,,,,,
358,Right Start Numbers,16,,"$4,075.00",Books,,,,,,,,,,,,,,,,
359,Right Start Letters & Sounds,22,,"$2,724.00",Books,,,,,,,,,,,,,,,,
360,Right Biginning Start 123,22,,"$2,770.00",Books,,,,,,,,,,,,,,,,
361,Right Biginning  ABC,24,,"$1,884.00",Books,,,,,,,,,,,,,,,,
362,Right Start Begining Coloring,0,,"$4,682.00",Books,,,,,,,,,,,,,,,,
363,Right Start In My Environment,9,,"$4,333.00",Books,,,,,,,,,,,,,,,,
364,Right Start Fun with Colours,5,,"$3,706.00",Books,,,,,,,,,,,,,,,,
365,Right Start Mathematics,19,,$407.00,Books,,,,,,,,,,,,,,,,
366,Right Start Alphabet,5,,$739.00,Books,,,,,,,,,,,,,,,,
367,Right Start Colouring Our Community,3,,"$1,109.00",Books,,,,,,,,,,,,,,,,
368,Right Start Counting,6,,"$3,880.00",Books,,,,,,,,,,,,,,,,
369,Right Start Language Arts B,0,,$633.00,Books,,,,,,,,,,,,,,,,
370,Right Start Phonics,8,,"$2,948.00",Books,,,,,,,,,,,,,,,,
842,EYES,0,,"$3,052.00",CRAFT,,,,,,,,,,,,,,,,
847,WELCOME CHART,2,,"$3,448.00",Stationery,,,,,,,,,,,,,,,,
874,My School,2,,"$3,806.00",Old Stock,,,,,,,,,,,,,,,,
901,A BASIC ENGLISH COURSE LEVEL 4,0,,$880.00,Old Stock,,,,,,,,,,,,,,,,
928,PRACTIAL ENGLISH COURSE,6,,"$2,256.00",Books,,,,,,,,,,,,,,,,
944,MENTAL MATHS 9-10,3,,"$3,273.00",Books,,,,,,,,,,,,,,,,
945,GRADE 1 HOME SCHOOL ENVIROMENT,7,,"$4,939.00",Books,,,,,,,,,,,,,,,,
954,PRIME MATHS PRACTICE BK 4,3,,"$1,740.00",Books,,,,,,,,,,,,,,,,
960,GRADE 5 CRITICAL THINKING PARTHWAY TO PEP,7,,"$1,999.00",Books,,,,,,,,,,,,,,,,
961,PURCHASES,3,,$578.00,Stationery,,,,,,,,,,,,,,,,
965,POINTER TINSEL,2,,"$3,709.00",Stationery,,,,,,,,,,,,,,,,
966,Paint Brush #10 R/F,27,,$286.00,Stationery,,,,,,,,,,,,,,,,
982,ALPHABET,18,,"$1,749.00",Stationery,,,,,,,,,,,,,,,,
843,NEON COLOURS EYES 160PC,0,,$200.00,CRAFT,,,,,,,,,,,,,,,,
848,HELIX BLACKBOARD RULER,0,,"$3,728.00",Stationery,,,,,,,,,,,,,,,,
875,All About Me,2,,"$4,067.00",Old Stock,,,,,,,,,,,,,,,,
902,A BASIC ENGLISH COURSE LEVEL 3,0,,$585.00,Old Stock,,,,,,,,,,,,,,,,
929,MY FAMILY GRADE 1 WORKBOOK,0,,"$2,463.00",NOT USE IN OLD HARBOUR,,,,,,,,,,,,,,,,
946,GRADE 1 LANGUAGE ART,19,,"$2,481.00",Books,,,,,,,,,,,,,,,,
955,JUST THINK PERFORMANCE TASK 4,10,,"$4,322.00",Books,,,,,,,,,,,,,,,,
962,LEDGER,9,,"$4,021.00",Stationery,,,,,,,,,,,,,,,,
967,Paint Brush #12 R/F,19,,"$2,637.00",Stationery,,,,,,,,,,,,,,,,
983,DOCUMENT BAG,1,,"$4,473.00",Stationery,,,,,,,,,,,,,,,,
988,pritt 110g glue,45,,"$2,923.00",Stationery,,,,,,,,,,,,,,,,
993,SHAPES,0,,"$4,702.00",Stationery,,,,,,,,,,,,,,,,
844,1060STAMP APPROVED/NOT APPROVED,2,,"$1,056.00",Stationery,,,,,,,,,,,,,,,,
849,MONSTER FEELINGS,0,,"$2,480.00",Stationery,,,,,,,,,,,,,,,,
876,Macmillan Primary Integrated Studies - Living Together Grade 2 Term 2,2,,"$4,308.00",Old Stock,,,,,,,,,,,,,,,,
903,smart speller book 3,0,,"$4,626.00",Old Stock,,,,,,,,,,,,,,,,
930,GROWUING TOGETHER WORKBOOK GR 9,0,,"$1,508.00",NOT USE IN OLD HARBOUR,,,,,,,,,,,,,,,,
947,BIG & EASY COLOURING BOOK,0,,"$3,172.00",Books,,,,,,,,,,,,,,,,
956,Reading & Writing Everyday G 6,4,,"$2,365.00",Books,,,,,,,,,,,,,,,,
963,PURCHASES,0,,"$2,603.00",Stationery,,,,,,,,,,,,,,,,
968,Paint Brush #11 R/F,23,,"$1,076.00",Stationery,,,,,,,,,,,,,,,,
984,The Maths sba Hand Book,1,,"$2,592.00",Books,,,,,,,,,,,,,,,,
989,ELMERS 5OZ CLEAR GLUE,17,,"$1,371.00",Stationery,,,,,,,,,,,,,,,,
994,ELECTRIC SHARPENER,1,,"$4,373.00",Stationery,,,,,,,,,,,,,,,,
460,SILVER PAPER CLIPS,11,,"$2,137.00",Stationery,,,,,,,,,,,,,,,,
487,BOSTITCH STAPELS,33,,"$1,727.00",Stationery,,,,,,,,,,,,,,,,
514,GLITTER BLUE,3,,"$3,042.00",Stationery,,,,,,,,,,,,,,,,
541,Correction tape force,0,,$688.00,Stationery,,,,,,,,,,,,,,,,
568,ENVELOPE BROWN 10 X 15,455,,"$3,378.00",Stationery,,,,,,,,,,,,,,,,
595,MASKIN GREEN TAPE 2'',2,,"$3,534.00",Stationery,,,,,,,,,,,,,,,,
622,POSTER PAINT 6,6,,"$1,058.00",Stationery,,,,,,,,,,,,,,,,
649,2'' stencil,0,,"$1,390.00",Stationery,,,,,,,,,,,,,,,,
676,PAPER  NEON PAPER,0,,"$2,001.00",Stationery,,,,,,,,,,,,,,,,
703,Perfect Pet Sitter,4,,"$2,837.00",Books,,,,,,,,,,,,,,,,
730,HP 122 Colour,1,,"$2,801.00",Stationery,,,,,,,,,,,,,,,,
757,Vegetables,2,,"$4,472.00",CRAFT,,,,,,,,,,,,,,,,
784,Metal Butterfly,0,,"$1,577.00",CRAFT,,,,,,,,,,,,,,,,
811,BUTTERFLY  STICKERS,0,,"$3,831.00",CRAFT,,,,,,,,,,,,,,,,
461,Scotch Magic Tape,1,,"$4,763.00",Stationery,,,,,,,,,,,,,,,,
488,Bostitch Staples B600,15,,"$3,277.00",Stationery,,,,,,,,,,,,,,,,
515,GLITTER GLUE SLIVER,4,,"$3,920.00",Stationery,,,,,,,,,,,,,,,,
542,loctite super glue,0,,"$2,672.00",Stationery,,,,,,,,,,,,,,,,
569,Envelope  9 X  12 Letter,34,,"$1,136.00",Stationery,,,,,,,,,,,,,,,,
596,Maskin Tape 1 & 1/2,6,,"$4,376.00",Stationery,,,,,,,,,,,,,,,,
623,ACRYLIC PAINTS 12,5,,"$4,454.00",Stationery,,,,,,,,,,,,,,,,
650,LETTER STENCIL 30 mm,17,,"$3,955.00",Stationery,,,,,,,,,,,,,,,,
677,Five Star Pocket Folder,21,,"$4,127.00",Stationery,,,,,,,,,,,,,,,,
704,Glam TV Star,0,,"$1,487.00",Books,,,,,,,,,,,,,,,,
731,HP BLACK INK 61,0,,"$2,282.00",Stationery,,,,,,,,,,,,,,,,
758,Decorative clip  wood,6,,$475.00,CRAFT,,,,,,,,,,,,,,,,
785,FOAMY FIGURES 6-TYPE,17,,$969.00,CRAFT,,,,,,,,,,,,,,,,
812,16pcs PIPE CLEANER BENT,0,,$707.00,CRAFT,,,,,,,,,,,,,,,,
462,TREASURE TAG,1,,"$1,122.00",SERVICE,,,,,,,,,,,,,,,,
489,Bostitch Staples B440,16,,"$2,034.00",Stationery,,,,,,,,,,,,,,,,
516,GLITTER GLUE RED,1,,"$2,572.00",Stationery,,,,,,,,,,,,,,,,
543,Push Pin,7,,"$3,045.00",Stationery,,,,,,,,,,,,,,,,
570,ENVELOPE 12 X 15 1/2,242,,"$4,308.00",Stationery,,,,,,,,,,,,,,,,
597,FASTENERS BRASS PLATED 1 inc,15,,"$4,076.00",Stationery,,,,,,,,,,,,,,,,
624,ACRYLIC PAINTS 6,42,,"$3,289.00",Stationery,,,,,,,,,,,,,,,,
651,1 1/2  LBS CARD BOARD,18,,"$2,851.00",Stationery,,,,,,,,,,,,,,,,
678,DOUBLE POCKET FOLDER,3,,"$4,742.00",Stationery,,,,,,,,,,,,,,,,
705,JACKS REWARD,0,,"$1,150.00",Books,,,,,,,,,,,,,,,,
732,5''  RING BINDER,0,,$611.00,Stationery,,,,,,,,,,,,,,,,
759,SMLIE FACE MINI,0,,"$1,096.00",CRAFT,,,,,,,,,,,,,,,,
786,PIPE CLEANERS,0,,"$3,667.00",CRAFT,,,,,,,,,,,,,,,,
813,FOAM BALL 98MM 4PK,8,,"$2,113.00",CRAFT,,,,,,,,,,,,,,,,
463,staple remover,0,,"$2,567.00",Stationery,,,,,,,,,,,,,,,,
490,Bostitch Staples B515,2,,"$3,171.00",Stationery,,,,,,,,,,,,,,,,
517,GLITTER GLUE BLACK,7,,$211.00,Stationery,,,,,,,,,,,,,,,,
544,PROTRACTOR 15CM/180,0,,$268.00,Stationery,,,,,,,,,,,,,,,,
571,ENVELOPE INVITATION 5 1/8 x 7 1/8,326,,"$1,126.00",Stationery,,,,,,,,,,,,,,,,
598,Maskin Tape 1& 1/2,0,,"$4,897.00",Stationery,,,,,,,,,,,,,,,,
625,Cello tape 1 inch,2,,$450.00,Stationery,,,,,,,,,,,,,,,,
652,1 LBS CARD BOARD,11,,"$4,459.00",Stationery,,,,,,,,,,,,,,,,
679,Large Print Wordsearch,6,,"$2,880.00",Stationery,,,,,,,,,,,,,,,,
706,PUSS IN BOOTS,2,,$156.00,Books,,,,,,,,,,,,,,,,
733,1 1/2 Binder,6,,"$2,282.00",Stationery,,,,,,,,,,,,,,,,
760,GLITTER 6 TYPE,2,,"$1,597.00",CRAFT,,,,,,,,,,,,,,,,
787,STICKER SMILE FACE,0,,"$2,022.00",CRAFT,,,,,,,,,,,,,,,,
814,FOAM ROSE,0,,"$4,053.00",CRAFT,,,,,,,,,,,,,,,,
464,1 HOLE PUNCH (studmark),5,,$344.00,Stationery,,,,,,,,,,,,,,,,
491,ELMER'S GLUE-ALL,0,,"$3,981.00",Stationery,,,,,,,,,,,,,,,,
518,GLITTER GLUE GREEN,0,,$305.00,Stationery,,,,,,,,,,,,,,,,
545,DOUBLE SIDE TAPE 1'' FOAM,1,,"$2,221.00",Stationery,,,,,,,,,,,,,,,,
572,ENVELOPE 6 X 9 BROWN,56,,"$4,050.00",Stationery,,,,,,,,,,,,,,,,
599,Masking 1/2 tape,1,,$147.00,Stationery,,,,,,,,,,,,,,,,
626,CELLO TAP 1X 72 YDS,3,,"$1,854.00",Stationery,,,,,,,,,,,,,,,,
653,1/2 Lbs Cardboard,23,,"$3,398.00",Stationery,,,,,,,,,,,,,,,,
680,CARBON PAPER BLUE,2,,$288.00,Stationery,,,,,,,,,,,,,,,,
707,LARGE EYES,92,,"$2,513.00",Stationery,,,,,,,,,,,,,,,,
734,RING BINDER 1.0,1,,"$4,385.00",Stationery,,,,,,,,,,,,,,,,
761,FOAM ALPHABET,0,,"$4,358.00",CRAFT,,,,,,,,,,,,,,,,
788,LADY BUG,3,,"$1,288.00",CRAFT,,,,,,,,,,,,,,,,
815,"6 TYPE ANIMALS ( FLAT,LARGE)",0,,"$1,004.00",CRAFT,,,,,,,,,,,,,,,,
465,Deli 1 hole Punch,0,,"$3,760.00",Stationery,,,,,,,,,,,,,,,,
492,Pattex  Glue 110,26,,"$3,190.00",Stationery,,,,,,,,,,,,,,,,
519,GLITTER GLUE  GOLD,0,,"$4,521.00",Stationery,,,,,,,,,,,,,,,,
546,maped marker,0,,"$4,085.00",Stationery,,,,,,,,,,,,,,,,
573,ENVELOPE PAY 3 1/2 X 4 7/8,831,,"$3,651.00",Stationery,,,,,,,,,,,,,,,,
